,sampling_week,normalized_concentration_rolling_average,population,region,state,name,fipscode
1439,2021-06-09,1.541546047269424,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1440,2021-06-16,6.929177761272329,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1441,2021-06-23,9.788938970293952,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1442,2021-06-30,23.08446356435073,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1443,2021-07-07,15.308383413046808,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1444,2021-07-14,56.211004796209664,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1445,2021-07-21,235.74983294057665,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1446,2021-07-28,466.8194323602647,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1447,2021-08-04,680.3162866828054,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1448,2021-08-11,626.4400867009895,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1449,2021-08-18,341.854185257775,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1450,2021-08-25,206.13358391318573,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1451,2021-09-01,109.70778140167567,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1452,2021-09-08,120.94817183541254,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1453,2021-09-15,74.55934225311347,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1454,2021-09-22,75.94092465567911,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1455,2021-09-29,83.60260721359235,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1456,2021-10-06,240.5235610192492,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1457,2021-10-13,125.64590699562224,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1458,2021-10-20,81.45998749975836,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1459,2021-10-27,122.94899248329186,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1460,2021-11-03,158.56093661741866,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1461,2021-11-10,229.9985694755413,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1462,2021-11-17,392.9426470856599,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1463,2021-11-24,213.24092073378108,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1464,2021-12-01,166.9059863564673,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1465,2021-12-08,377.5803037200787,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1466,2021-12-15,906.112625210888,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1467,2021-12-22,1747.475700215192,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1468,2021-12-29,3163.561560211376,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1469,2022-01-05,4002.339677458944,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1470,2022-01-12,4413.102082330693,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1471,2022-01-19,3122.923640079631,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1472,2022-01-26,1186.6545149294373,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1473,2022-02-02,581.1212195619044,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1474,2022-02-09,313.95687301822454,"10,000-30,000",Northeast,MA,"Town and County of Nantucket, MA",25019
1475,2020-03-04,1.7402185375602597,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1476,2020-03-11,12.590344274524805,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1477,2020-03-18,58.02332206210307,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1478,2020-03-25,159.45481288512028,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1479,2020-04-01,241.0907816895831,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1480,2020-04-08,388.83294194146,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1481,2020-04-15,390.884567070453,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1482,2020-04-22,297.2522333373284,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1483,2020-04-29,170.83563386391248,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1484,2020-05-06,76.6372262866697,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1485,2020-05-13,129.08198246050617,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1486,2020-05-20,127.32505813343018,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1487,2020-05-27,75.57065379651911,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1488,2020-06-03,51.922019739691,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1489,2020-06-10,45.40256173313725,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1490,2020-06-17,31.3325954470204,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1491,2020-06-24,18.25002749300468,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1492,2020-07-01,27.340860111092866,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1493,2020-07-08,33.02073309264722,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1494,2020-07-15,28.5216843790425,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1495,2020-07-22,30.130578397294773,"3,000,000-10,000,000",Northeast,MA,"Suffolk County, MA",25025
1496,2020-07-29,38.52356665972437,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1497,2020-08-05,53.02889286391416,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1498,2020-08-12,48.36694138515145,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1499,2020-08-19,49.127714615944974,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1500,2020-08-26,51.05692029177092,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1501,2020-09-02,74.32403603645166,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1502,2020-09-09,58.143824791034255,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1503,2020-09-16,53.193656001162566,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1504,2020-09-23,48.0399005096233,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1505,2020-09-30,50.33321590518208,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1506,2020-10-07,68.56363370230137,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1507,2020-10-14,113.08908400717463,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1508,2020-10-21,152.1398876967792,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1509,2020-10-28,164.94205740702168,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1510,2020-11-04,249.18266754163665,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1511,2020-11-11,342.394998479642,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1512,2020-11-18,432.10714090199616,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1513,2020-11-25,607.3713668697164,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1514,2020-12-02,844.4110672900609,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1515,2020-12-09,937.9791334419582,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1516,2020-12-16,939.5347579562704,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1517,2020-12-23,871.747372070381,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1518,2020-12-30,915.6968864993532,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1519,2021-01-06,1140.1601033790205,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1520,2021-01-13,1067.0471964325006,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1521,2021-01-20,951.7518922430224,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1522,2021-01-27,634.2548035763908,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1523,2021-02-03,430.78671432538977,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1524,2021-02-10,380.2273961440201,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1525,2021-02-17,381.28323349547327,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1526,2021-02-24,319.6981896364131,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1527,2021-03-03,326.8928744794503,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1528,2021-03-10,312.7042529957719,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1529,2021-03-17,342.4735919190205,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1530,2021-03-24,337.8712675260112,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1531,2021-03-31,326.12048128548423,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1532,2021-04-07,325.3946034527943,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1533,2021-04-14,275.1833697251432,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1534,2021-04-21,202.8550268733113,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1535,2021-04-28,149.36612227361,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1536,2021-05-05,96.56926787659512,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1537,2021-05-12,66.28177471047921,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1538,2021-05-19,52.74510040747743,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1539,2021-05-26,36.29813755414244,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1540,2021-06-02,27.595675890502843,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1541,2021-06-09,24.0351683465284,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1542,2021-06-16,18.056356395790527,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1543,2021-06-23,19.73491959863577,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1544,2021-06-30,36.69520411066068,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1545,2021-07-07,49.77899615098246,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1546,2021-07-14,79.25679560400657,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1547,2021-07-21,155.69749469606904,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1548,2021-07-28,248.94845461527825,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1549,2021-08-04,323.0992298661763,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1550,2021-08-11,356.46052233315663,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1551,2021-08-18,318.2251315339798,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1552,2021-08-25,345.2695436817199,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1553,2021-09-01,320.843960346287,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1554,2021-09-08,270.0285231660196,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1555,2021-09-15,326.9555678596985,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1556,2021-09-22,278.52590318060135,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1557,2021-09-29,330.6965848236777,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1558,2021-10-06,347.76523480253417,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1559,2021-10-13,297.47627712868984,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1560,2021-10-20,317.43364634334006,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1561,2021-10-27,331.3878598085944,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1562,2021-11-03,395.9159187842633,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1563,2021-11-10,534.0398390982444,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1564,2021-11-17,640.0676342536759,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1565,2021-11-24,873.7700472874252,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1566,2021-12-01,1441.5751484035484,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1567,2021-12-08,1510.3745175051172,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1568,2021-12-15,2184.6016686584067,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1569,2021-12-22,4968.762260832706,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1570,2021-12-29,8756.035945716767,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1571,2022-01-05,7395.495015765857,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1572,2022-01-12,3723.135050164693,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1573,2022-01-19,1949.9510254260383,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1574,2022-01-26,1191.487041495895,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1575,2022-02-02,623.3471352900443,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1576,2022-02-09,346.35278907218697,"1,000,000-3,000,000",Northeast,MA,"Suffolk County, MA",25025
1577,2021-06-09,24.051613306471168,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1578,2021-06-16,22.72012678061175,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1579,2021-06-23,15.48534912552906,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1580,2021-06-30,37.75727162641962,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1581,2021-07-07,49.9788593938487,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1582,2021-07-14,64.15641056033883,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1583,2021-07-21,78.44618575805086,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1584,2021-07-28,130.33636467712176,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1585,2021-08-04,166.7364872467763,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1586,2021-08-11,212.0307507096733,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1587,2021-08-18,259.6203780124636,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1588,2022-01-26,1136.300036629919,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1589,2022-02-02,585.494999998682,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1590,2022-02-09,357.3732765189646,"300,000-1,000,000",Midwest,MN,"Dakota County, MN",27037
1591,2020-04-22,1149.1768624693143,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1592,2020-04-29,1201.4469101898178,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1593,2020-05-06,929.3504704043456,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1594,2020-05-13,434.5991516630732,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1595,2020-05-20,196.5401752367993,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1596,2020-05-27,206.1280957223648,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1597,2020-06-03,151.29881799808058,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1598,2020-06-10,244.59353725808865,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1599,2020-06-17,206.5931182055133,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1600,2020-06-24,87.7480857615684,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1601,2020-07-01,86.88524137428938,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1602,2020-07-15,159.79060423253796,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1603,2020-07-22,198.76283735010225,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1604,2020-08-05,159.7389890971447,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1605,2020-08-12,97.14927860776594,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1606,2020-08-19,88.01501116787978,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1607,2020-08-26,81.13442316044485,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1608,2020-09-02,84.52099766889302,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1609,2020-09-09,82.02026077126773,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1610,2020-09-16,75.1825750158769,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1611,2020-09-23,82.34042880520798,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1612,2020-09-30,87.0734286135754,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1613,2020-10-07,110.72498191253436,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1614,2020-10-14,216.3239895459184,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1615,2020-10-21,318.73073891056845,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1616,2020-10-28,353.34281275007214,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1617,2020-11-04,464.7089624332437,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1618,2020-11-11,732.71167168306,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1619,2020-11-18,809.6148476045095,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1620,2020-11-25,746.5910075676188,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1621,2020-12-02,712.0561014867502,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1622,2020-12-09,622.9289855348369,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1623,2020-12-16,614.0747083604832,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1624,2020-12-30,402.8910056043395,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1625,2021-06-09,25.53258009053165,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1626,2021-06-16,20.79944238191125,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1627,2021-06-23,21.94532609047456,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1628,2021-06-30,29.804652376491987,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1629,2021-07-07,25.423144545668407,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1630,2021-07-14,28.202185073626826,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1631,2021-07-21,55.08876955133994,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1632,2021-07-28,125.66673169482408,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1633,2021-08-04,142.03287399578906,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1634,2021-08-11,146.7190110397595,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1635,2021-08-18,158.91919533065305,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1636,2022-01-26,841.902066035848,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1637,2022-02-02,468.5570903026448,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1638,2022-02-09,315.9098257069448,"1,000,000-3,000,000",Midwest,MN,"Hennepin County, MN",27053
1639,2021-06-23,172.23870353702782,"100,000-300,000",South,MS,"Hinds County, MS",28049
1640,2021-06-30,305.07736300628534,"100,000-300,000",South,MS,"Hinds County, MS",28049
1641,2021-07-07,647.7033393986516,"100,000-300,000",South,MS,"Hinds County, MS",28049
1642,2021-07-14,869.1904692403964,"100,000-300,000",South,MS,"Hinds County, MS",28049
1643,2021-07-21,1579.6989111239554,"100,000-300,000",South,MS,"Hinds County, MS",28049
1644,2021-07-28,1473.655236935533,"100,000-300,000",South,MS,"Hinds County, MS",28049
1645,2021-08-04,2266.098746869968,"100,000-300,000",South,MS,"Hinds County, MS",28049
1646,2021-08-11,1545.400066725332,"100,000-300,000",South,MS,"Hinds County, MS",28049
1647,2021-08-18,1747.600187932626,"100,000-300,000",South,MS,"Hinds County, MS",28049
1648,2021-08-25,1149.5622262764389,"100,000-300,000",South,MS,"Hinds County, MS",28049
1649,2022-02-09,513.7896452358048,"100,000-300,000",South,MS,"Hinds County, MS",28049
1650,2021-06-09,35.854047766306465,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1651,2021-06-16,42.0742980173612,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1652,2021-06-23,56.6732403197347,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1653,2021-06-30,52.070187085385335,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1654,2021-07-07,47.388027489960905,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1655,2021-07-14,115.13626609176856,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1656,2021-07-21,221.70629351056868,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1657,2021-07-28,364.4597271522359,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1658,2021-08-04,625.4761057142405,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1659,2021-08-11,712.8456602902243,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1660,2021-08-18,727.3302911671011,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1661,2022-02-02,1115.6275076091458,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1662,2022-02-09,722.1577570373868,"30,000-100,000",Midwest,MO,"Cape Girardeau County, MO",29031
1663,2021-06-09,99.56091951455564,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1664,2021-06-16,128.84080273541664,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1665,2021-06-23,164.36882862904773,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1666,2021-06-30,264.95854148614427,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1667,2021-07-07,309.4943174585164,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1668,2021-07-14,299.954018383457,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1669,2021-07-21,345.5357055475479,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1670,2021-07-28,628.0765553504233,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1671,2021-08-04,761.0727269680636,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1672,2021-08-11,397.69983056841767,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1673,2021-08-18,488.52480047809183,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1674,2022-02-02,721.9555159143072,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1675,2022-02-09,308.5891997916981,"300,000-1,000,000",West,NV,"Clark County, NV",32003
1676,2020-05-06,0.0,"10,000-30,000",West,NV,"Elko County, NV",32007
1677,2020-05-13,0.0,"10,000-30,000",West,NV,"Elko County, NV",32007
1678,2020-05-20,0.0,"10,000-30,000",West,NV,"Elko County, NV",32007
1679,2020-05-27,17.82244877341311,"10,000-30,000",West,NV,"Elko County, NV",32007
1680,2020-06-03,79.23529286848616,"10,000-30,000",West,NV,"Elko County, NV",32007
1681,2020-06-10,49.604439872747946,"10,000-30,000",West,NV,"Elko County, NV",32007
1682,2020-06-17,15.881716613659458,"10,000-30,000",West,NV,"Elko County, NV",32007
1683,2020-06-24,43.63498878459732,"10,000-30,000",West,NV,"Elko County, NV",32007
1684,2020-07-01,72.11344332357424,"10,000-30,000",West,NV,"Elko County, NV",32007
1685,2020-07-08,98.3734760492891,"10,000-30,000",West,NV,"Elko County, NV",32007
1686,2020-07-15,120.6063356348166,"10,000-30,000",West,NV,"Elko County, NV",32007
1687,2020-07-22,160.06479913066178,"10,000-30,000",West,NV,"Elko County, NV",32007
1688,2020-07-29,245.5044627334751,"10,000-30,000",West,NV,"Elko County, NV",32007
1689,2020-08-05,304.4728848393238,"10,000-30,000",West,NV,"Elko County, NV",32007
1690,2020-08-12,404.411701091638,"10,000-30,000",West,NV,"Elko County, NV",32007
1691,2020-08-19,203.69348290048228,"10,000-30,000",West,NV,"Elko County, NV",32007
1692,2020-08-26,101.35089324327134,"10,000-30,000",West,NV,"Elko County, NV",32007
1693,2020-09-02,101.15443323569436,"10,000-30,000",West,NV,"Elko County, NV",32007
1694,2020-09-09,78.39552181321855,"10,000-30,000",West,NV,"Elko County, NV",32007
1695,2020-09-16,78.2691192370932,"10,000-30,000",West,NV,"Elko County, NV",32007
1696,2020-09-23,82.20157639898257,"10,000-30,000",West,NV,"Elko County, NV",32007
1697,2020-09-30,95.64074150522424,"10,000-30,000",West,NV,"Elko County, NV",32007
1698,2020-10-07,84.04241562758851,"10,000-30,000",West,NV,"Elko County, NV",32007
1699,2020-10-14,110.63604574159972,"10,000-30,000",West,NV,"Elko County, NV",32007
1700,2020-10-21,307.4685227791894,"10,000-30,000",West,NV,"Elko County, NV",32007
1701,2020-10-28,432.5179398594546,"10,000-30,000",West,NV,"Elko County, NV",32007
1702,2020-11-04,717.7516313293262,"10,000-30,000",West,NV,"Elko County, NV",32007
1703,2020-11-11,1491.2875568961888,"10,000-30,000",West,NV,"Elko County, NV",32007
1704,2020-11-18,1514.912105908451,"10,000-30,000",West,NV,"Elko County, NV",32007
1705,2020-11-25,645.3508357930527,"10,000-30,000",West,NV,"Elko County, NV",32007
1706,2020-12-02,932.7799214712204,"10,000-30,000",West,NV,"Elko County, NV",32007
1707,2020-12-09,869.7684800518158,"10,000-30,000",West,NV,"Elko County, NV",32007
1708,2020-12-16,885.2656498757448,"10,000-30,000",West,NV,"Elko County, NV",32007
1709,2020-12-23,870.2627618971088,"10,000-30,000",West,NV,"Elko County, NV",32007
1710,2020-12-30,477.656578699641,"10,000-30,000",West,NV,"Elko County, NV",32007
1711,2021-01-06,530.8984482322086,"10,000-30,000",West,NV,"Elko County, NV",32007
1712,2021-01-13,172.6010006531793,"10,000-30,000",West,NV,"Elko County, NV",32007
